x,y,u
0.575,0.358974358974,-0.0505619694182
0.6,0.358974358974,-0.0644071696856
0.625,0.358974358974,-0.0766664516802
0.65,0.358974358974,-0.0870379511931
0.675,0.358974358974,-0.0952662874852
0.7,0.358974358974,-0.101148851609
0.725,0.358974358974,-0.104540795312
0.75,0.358974358974,-0.105358597683
0.775,0.358974358974,-0.103582121715
0.8,0.358974358974,-0.0992551101403
0.825,0.358974358974,-0.0924841083453
0.85,0.358974358974,-0.0834358408657
0.875,0.358974358974,-0.0723331060762
0.9,0.358974358974,-0.0594492901554
0.925,0.358974358974,-0.0451016354101
0.95,0.358974358974,-0.0296434287172
0.975,0.358974358974,-0.0134553024284
0,0.384615384615,0.0036096624987
0.025,0.384615384615,0.0176012362573
0.05,0.384615384615,0.031159409164
0.075,0.384615384615,0.043950334005
0.1,0.384615384615,0.0556590557599
0.125,0.384615384615,0.0659972668403
0.15,0.384615384615,0.0747104061787
0.175,0.384615384615,0.0815839273673
0.2,0.384615384615,0.0864485815026
0.225,0.384615384615,0.0891845846549
0.25,0.384615384615,0.0897245673464
0.275,0.384615384615,0.088055233411
0.3,0.384615384615,0.0842176873905
0.325,0.384615384615,0.0783064224039
0.35,0.384615384615,0.0704669934137
0.375,0.384615384615,0.060892433179
0.4,0.384615384615,0.0498184991491
0.425,0.384615384615,0.037517868332
0.45,0.384615384615,0.024293423082
0.475,0.384615384615,0.0104707931303
0.5,0.384615384615,-0.0036096624987
0.525,0.384615384615,-0.0176012362573
0.55,0.384615384615,-0.031159409164
0.575,0.384615384615,-0.043950334005
0.6,0.384615384615,-0.0556590557599
0.625,0.384615384615,-0.0659972668403
0.65,0.384615384615,-0.0747104061787
0.675,0.384615384615,-0.0815839273673
0.7,0.384615384615,-0.0864485815026
0.725,0.384615384615,-0.0891845846549
0.75,0.384615384615,-0.0897245673464
0.775,0.384615384615,-0.088055233411
0.8,0.384615384615,-0.0842176873905
0.825,0.384615384615,-0.0783064224039
0.85,0.384615384615,-0.0704669934137
0.875,0.384615384615,-0.060892433179
0.9,0.384615384615,-0.0498184991491
0.925,0.384615384615,-0.037517868332
0.95,0.384615384615,-0.024293423082
0.975,0.384615384615,-0.0104707931303
0,0.410256410256,0.00424868528723
0.025,0.410256410256,0.0161502546921
0.05,0.410256410256,0.0276541512268
0.075,0.410256410256,0.0384771107795
0.1,0.410256410256,0.0483526361666
0.125,0.410256410256,0.057037559178
0.15,0.410256410256,0.0643180281857
0.175,0.410256410256,0.0700147738801
0.2,0.410256410256,0.0739875234759
0.225,0.410256410256,0.0761384546933
0.25,0.410256410256,0.076414604467
0.275,0.410256410256,0.0748091730732
0.3,0.410256410256,0.0713616915609
0.325,0.410256410256,0.0661570483666
0.35,0.410256410256,0.0593233990788
0.375,0.410256410256,0.0510290108226
0.4,0.410256410256,0.0414781189643
0.425,0.410256410256,0.0309058981592
0.45,0.410256410256,0.0195726715706
0.475,0.410256410256,0.00775750085
0.5,0.410256410256,-0.00424868528723
0.525,0.410256410256,-0.0161502546921
0.55,0.410256410256,-0.0276541512268
0.575,0.410256410256,-0.0384771107795
0.6,0.410256410256,-0.0483526361666
0.625,0.410256410256,-0.057037559178
0.65,0.410256410256,-0.0643180281857
0.675,0.410256410256,-0.0700147738801
0.7,0.410256410256,-0.0739875234759
0.725,0.410256410256,-0.0761384546933
0.75,0.410256410256,-0.076414604467
0.775,0.410256410256,-0.0748091730732
0.8,0.410256410256,-0.0713616915609
0.825,0.410256410256,-0.0661570483666
0.85,0.410256410256,-0.0593233990788
0.875,0.410256410256,-0.0510290108226
0.9,0.410256410256,-0.0414781189643
0.925,0.410256410256,-0.0309058981592
0.95,0.410256410256,-0.0195726715706
0.975,0.410256410256,-0.00775750085
0,0.435897435897,0.00499775855028
0.025,0.435897435897,0.0151176009325
0.05,0.435897435897,0.0248651978073
0.075,0.435897435897,0.0340005309893
0.1,0.435897435897,0.0422986582569
0.125,0.435897435897,0.0495552521772
0.15,0.435897435897,0.0555916313243
0.175,0.435897435897,0.0602591600102
0.2,0.435897435897,0.063442908188
0.225,0.435897435897,0.0650644814112
0.25,0.435897435897,0.0650839511655
0.275,0.435897435897,0.0635008380408
0.3,0.435897435897,0.0603541235363
0.325,0.435897435897,0.0557212902066
0.35,0.435897435897,0.0497164137836
0.375,0.435897435897,0.0424873542539
0.4,0.435897435897,0.034212115055
0.425,0.435897435897,0.02509446004
0.45,0.435897435897,0.0153588961351
0.475,0.435897435897,0.00524514523405
0.5,0.435897435897,-0.00499775855028
0.525,0.435897435897,-0.0151176009325
0.55,0.435897435897,-0.0248651978073
0.575,0.435897435897,-0.0340005309893
0.6,0.435897435897,-0.0422986582569
0.625,0.435897435897,-0.0495552521772
0.65,0.435897435897,-0.0555916313243
0.675,0.435897435897,-0.0602591600102
0.7,0.435897435897,-0.063442908188
0.725,0.435897435897,-0.0650644814112
0.75,0.435897435897,-0.0650839511655
0.775,0.435897435897,-0.0635008380408
0.8,0.435897435897,-0.0603541235363
0.825,0.435897435897,-0.0557212902066
0.85,0.435897435897,-0.0497164137836
0.875,0.435897435897,-0.0424873542539
0.9,0.435897435897,-0.034212115055
0.925,0.435897435897,-0.02509446004
0.95,0.435897435897,-0.0153588961351
0.975,0.435897435897,-0.00524514523405
0,0.461538461538,0.00587628496481
0.025,0.461538461538,0.0144765269308
0.05,0.461538461538,0.022720308759
0.075,0.461538461538,0.0304046411811
0.1,0.461538461538,0.0373403104302
0.125,0.461538461538,0.043356537311
0.15,0.461538461538,0.0483051823512
0.175,0.461538461538,0.0520643934861
0.2,0.461538461538,0.0545416064617
0.225,0.461538461538,0.0556758240729
0.25,0.461538461538,0.055439118118
0.275,0.461538461538,0.0538373170831
0.3,0.461538461538,0.0509098626258
0.325,0.461538461538,0.0467288383906
0.35,0.461538461538,0.04139719507
0.375,0.461538461538,0.0350462154174
0.4,0.461538461538,0.0278322816295
0.425,0.461538461538,0.0199330246979
0.45,0.461538461538,0.0115429505442
0.475,0.461538461538,0.00286865063933
0.5,0.461538461538,-0.00587628496481
0.525,0.461538461538,-0.0144765269308
0.55,0.461538461538,-0.022720308759
0.575,0.461538461538,-0.0304046411811
0.6,0.461538461538,-0.0373403104302
0.625,0.461538461538,-0.043356537311
0.65,0.461538461538,-0.0483051823512
0.675,0.461538461538,-0.0520643934861
0.7,0.461538461538,-0.0545416064617
