x,t,f
32.8125,0.23,-0.0336504168808
34.375,0.23,-0.0521147958934
35.9375,0.23,-0.0707181915641
37.5,0.23,-0.0893179476261
39.0625,0.23,-0.107783302665
40.625,0.23,-0.125997453928
42.1875,0.23,-0.143862709403
43.75,0.23,-0.161299973726
45.3125,0.23,-0.178249076009
46.875,0.23,-0.194666579366
48.4375,0.23,-0.210524603724
0,0.24,0.180639490485
1.5625,0.24,0.178043484688
3.125,0.24,0.17491209507
4.6875,0.24,0.171208411455
6.25,0.24,0.166892692447
7.8125,0.24,0.161921843886
9.375,0.24,0.156249508262
10.9375,0.24,0.149827003479
12.5,0.24,0.142604634166
14.0625,0.24,0.134533151984
15.625,0.24,0.125565350056
17.1875,0.24,0.11565875262
18.75,0.24,0.104780852795
20.3125,0.24,0.092910349369
21.875,0.24,0.0800416693091
23.4375,0.24,0.0661897435784
25,0.24,0.0513904690742
26.5625,0.24,0.035704459995
28.125,0.24,0.0192157663405
29.6875,0.24,0.00203117728233
31.25,0.24,-0.0157237797976
32.8125,0.24,-0.033909983933
34.375,0.24,-0.05238032341
35.9375,0.24,-0.0709868595004
37.5,0.24,-0.08958722651
39.0625,0.24,-0.108049817383
40.625,0.24,-0.126259118319
42.1875,0.24,-0.14411650598
43.75,0.24,-0.161543697119
45.3125,0.24,-0.178480297327
46.875,0.24,-0.194883793592
48.4375,0.24,-0.210726201534
0,0.25,0.180652752519
1.5625,0.25,0.178047582507
3.125,0.25,0.174906671047
4.6875,0.25,0.171192988753
6.25,0.25,0.166866704822
7.8125,0.25,0.161884874105
9.375,0.25,0.156200647354
10.9375,0.25,0.149766102433
12.5,0.25,0.142530754209
14.0625,0.25,0.134445205331
15.625,0.25,0.125462844968
17.1875,0.25,0.115541502833
18.75,0.25,0.104647733271
20.3125,0.25,0.0927610769868
21.875,0.25,0.0798762217164
23.4375,0.25,0.0660078376532
25,0.25,0.0511926487088
26.5625,0.25,0.0354912169278
28.125,0.25,0.0189884155989
29.6875,0.25,0.0017912684707
31.25,0.25,-0.0159745961428
32.8125,0.25,-0.0341693162918
34.375,0.25,-0.0526456423104
35.9375,0.25,-0.0712552592158
37.5,0.25,-0.0898560881615
39.0625,0.25,-0.108316242695
40.625,0.25,-0.12652002275
42.1875,0.25,-0.144369795918
43.75,0.25,-0.161786690354
45.3125,0.25,-0.178711056709
46.875,0.25,-0.195100098848
48.4375,0.25,-0.210926815867
0,0.26,0.18066623807
1.5625,0.26,0.178051963449
3.125,0.26,0.174901306629
4.6875,0.26,0.171177729964
6.25,0.26,0.166841074824
7.8125,0.26,0.161848112941
9.375,0.26,0.156152158976
10.9375,0.26,0.149704962969
12.5,0.26,0.142456799746
14.0625,0.26,0.134357661009
15.625,0.26,0.125360891223
17.1875,0.26,0.115424133837
18.75,0.26,0.104514822364
20.3125,0.26,0.0926120951772
21.875,0.26,0.0797108262777
23.4375,0.26,0.0658260583878
25,0.26,0.0509949363768
26.5625,0.26,0.0352779999375
28.125,0.26,0.0187611971051
29.6875,0.26,0.00155143660959
31.25,0.26,-0.0162250231951
32.8125,0.26,-0.0344282612205
34.375,0.26,-0.0529103316367
35.9375,0.26,-0.0715234205127
37.5,0.26,-0.0901242718101
39.0625,0.26,-0.108582094312
40.625,0.26,-0.126780509949
42.1875,0.26,-0.144622325897
43.75,0.26,-0.162028849125
45.3125,0.26,-0.17894077301
46.875,0.26,-0.19531583786
48.4375,0.26,-0.211126640439
0,0.27,0.180679857731
1.5625,0.27,0.178056329489
3.125,0.27,0.174896225333
4.6875,0.27,0.171162679791
6.25,0.27,0.166815340519
7.8125,0.27,0.161810994148
9.375,0.27,0.156103655696
10.9375,0.27,0.149644359946
